roc_auc,pr_auc,brier,threshold,accuracy,sensitivity,specificity,ppv,npv,balanced_accuracy,tp,fp,fn,tn,tier,n_features,model
0.6716376405634719,0.776657118523613,0.2041622563281953,0.680558998266787,0.7412309728656519,0.9004830917874396,0.3949579831932773,0.7639344262295082,0.6460481099656358,0.6477205374903584,932,288,103,188,A_CBC,16,lgbm
0.6710469695124427,0.77902347625889,0.20413144145925854,0.6793782759417418,0.7438782263401721,0.9004830917874396,0.40336134453781514,0.7664473684210527,0.6508474576271186,0.6519222181626274,932,284,103,192,B_+demographics,18,lgbm
0.6740084439572931,0.7700373631773907,0.2039855292178723,0.6810688028397553,0.7498345466578424,0.9004830917874396,0.4222689075630252,0.772162386081193,0.6611842105263158,0.6613759996752324,932,275,103,201,C_+derived_ratios,22,lgbm
